beta	population	links	attackRate	error
1	212593	1332	2351.33	21.5454
1	234060	1666	2345.5	21.1138
1	291511	1999	2355.5	18.5466
1	362583	2332	2339.96	17.0553
1	398068	2665	2337.04	21.6449
1	430673	2999	2357.21	18.6655
1	486586	3332	2349.58	24.1938
1	514271	3665	2370	16.2673
1	591934	3998	2326.54	17.1904
1	673875	4331	2348.38	21.7707
1	747773	4665	2344.46	22.2913
1	813921	4998	2346.38	26.4744
1	881831	5331	2339.21	18.5462
1	955301	5664	2367.54	19.9414
1	1.06796e+06	5998	2367.42	21.809
1	1.14515e+06	6331	2349.25	22.4832
1	1.20252e+06	6664	2351.21	20.4392
1	1.25136e+06	6997	2375.58	19.2687
1	1.30877e+06	7331	2374.12	23.7597
1	1.35286e+06	7664	2374.71	18.5096
1	1.4491e+06	7997	2380.42	21.2105
1	1.54609e+06	8330	2383.67	27.5637
1	1.59133e+06	8663	2403.38	24.763
1	1.6372e+06	8997	2369.25	22.4336
1	1.67695e+06	9330	2370.88	28.2703
1	1.71385e+06	9663	2383.12	21.2722
1	1.75739e+06	9996	2388.04	19.8696
1	1.79964e+06	10330	2388.58	20.4565
1	1.87335e+06	10663	2398.88	27.0341
1	1.9595e+06	10996	2389.33	20.0249
1	2.04742e+06	11329	2389.96	32.9872
1	2.11104e+06	11662	2403.54	19.5285
1	2.16984e+06	11996	2381.58	24.8964
1.25	212593	1332	2375.38	24.2834
1.25	234060	1666	2381.71	20.9083
1.25	291511	1999	2361.54	19.8017
1.25	362583	2332	2384.96	19.3461
1.25	398068	2665	2397.08	18.7169
1.25	430673	2999	2389.25	16.5793
1.25	486586	3332	2393.75	22.3104
1.25	514271	3665	2390.33	20.8136
1.25	591934	3998	2386.29	27.9691
1.25	673875	4331	2403.17	24.6934
1.25	747773	4665	2391.29	19.4129
1.25	813921	4998	2383.38	21.9451
1.25	881831	5331	2385.08	23.554
1.25	955301	5664	2421.92	22.1211
1.25	1.06796e+06	5998	2398.42	21.7812
1.25	1.14515e+06	6331	2414.46	24.7675
1.25	1.20252e+06	6664	2420.04	22.788
1.25	1.25136e+06	6997	2417.25	15.1978
1.25	1.30877e+06	7331	2414.21	24.8976
1.25	1.35286e+06	7664	2425	27.4912
1.25	1.4491e+06	7997	2437.96	20.6224
1.25	1.54609e+06	8330	2435.46	23.631
1.25	1.59133e+06	8663	2427.58	20.9739
1.25	1.6372e+06	8997	2446	21.9538
1.25	1.67695e+06	9330	2462.04	22.322
1.25	1.71385e+06	9663	2459	21.867
1.25	1.75739e+06	9996	2444.75	26.7538
1.25	1.79964e+06	10330	2449.33	28.5089
1.25	1.87335e+06	10663	2441.92	21.6312
1.25	1.9595e+06	10996	2456	31.5339
1.25	2.04742e+06	11329	2457.83	30.7784
1.25	2.11104e+06	11662	2469.96	26.6788
1.25	2.16984e+06	11996	2498.62	24.5244
1.5	212593	1332	2414.25	19.0308
1.5	234060	1666	2424.17	22.6557
1.5	291511	1999	2410.12	18.6757
1.5	362583	2332	2421.54	22.6721
1.5	398068	2665	2432.88	15.6917
1.5	430673	2999	2422.62	22.2412
1.5	486586	3332	2402.83	16.4492
1.5	514271	3665	2419.83	14.8637
